listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
1596069,Rittenhouse Downtown Philly~ 12 years SuperHosting,Entire condo,entire_home,https://a0.muscache.com/im/pictures/25945043/5d0936ce_original.jpg,34,8510604,Andy,1499093,Andres,TRUE,39.9515,-75.1757,4,,2,1,TRUE,"Bathtub,Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Private entrance,Paid parking off premises,Single level home,Luggage dropoff allowed,Long term stays allowed",,FALSE,2,Firm,USD,0,0,506,4.81,4.8,4.9,4.8,5,4.8,4.8,26136,26136,129,129,0.529,0,71.6,71.6,0,0,193,0,172,365,6153,6153,129.3,129.3,0.489,0,68.4,68.4,0,0,44,0,46,90
1796728,Sunny South Philly Row - Rocky Room,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/40896452/68fc0eb7_original.jpg,12,9423165,Amy,,,FALSE,39.9298,-75.1691,,,1,0,FALSE,"Wifi,Air conditioning,Kitchen,Hot water kettle,Cleaning products,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Dedicated workspace,Outdoor dining area,Rice maker,Bathtub,Blender,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Shower gel,Patio or balcony,Backyard,Long term stays allowed,Dining table,Toaster",,FALSE,31,Flexible,USD,0,0,93,4.88,4.8,4.9,4.9,4.9,4.8,4.8,1538,1538,31.6,31.6,0.129,0.167,4.2,4.2,5.5,5.5,47,84,318,365,0,0,29.6,29.6,0,0,0,0,0,0,0,0,90,90
1813269,Across street from Metro station 1,Private room in home,private_room,https://a0.muscache.com/im/pictures/25466354/4d61350d_original.jpg,24,9498986,Glenn J,,,TRUE,40.001,-75.1069,,,1,0,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Indoor fireplace,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Backyard,Free parking on premises,Free street parking,Hot tub,Luggage dropoff allowed,Breakfast,Long term stays allowed,Cleaning before checkout",,FALSE,31,Firm,USD,50,0,143,4.41,4.6,4.8,4.5,4.8,3.8,4.6,2407,2407,26.1,26.1,0.247,0.294,6.2,6.2,7.4,7.4,90,59,275,365,0,0,28.5,28.5,0,0,0,0,0,0,0,30,90,90
1902598,Rittenhouse Square Center City Studio 3R,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1902598/original/9970f62d-8ceb-4148-a187-ea26ca900aa7.jpeg,35,6356011,Lee,,,TRUE,39.9467,-75.168,3,,2,1,FALSE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Coffee maker,Private entrance,Outdoor furniture,Outdoor dining area,Outdoor kitchen,BBQ grill,Paid parking off premises,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,31,Strict,USD,0,0,220,4.79,4.8,4.9,4.7,5,4.9,4.8,5570,5570,58.4,58.4,0.255,0.358,15.3,15.3,21.4,21.4,93,105,272,365,808,808,58.8,58.8,0.144,0.371,9,9,23.1,23.1,13,55,77,90
1984525,Loft suite with private patio in Art Tower,Entire loft,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1984525/original/20734381-671c-453e-8b81-556e8de07f83.jpeg,21,4014627,Ina And Ray,,,TRUE,39.9608,-75.1594,2,,1,1,FALSE,"TV,Wifi,Air conditioning,Room-darkening shades,Hot water,Body soap,Conditioner,Mini fridge,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Dishes and silverware,Heating,Cooking basics,Clothing storage,Stove,Wine glasses,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",FALSE,,2,Moderate,USD,0,0,961,4.89,5,5,5,5,4.7,4.8,35564,35564,178,178,0.518,0.632,97.4,97.4,118.9,118.9,189,66,176,365,2815,2815,145.7,145.7,0.211,0.235,31.3,31.3,34.8,34.8,19,9,71,90
2192219,Center City House with Parking !,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2192219/original/d55723e9-7022-4525-8e74-e489824ba47b.jpeg,12,4061995,Mark,,,TRUE,39.9441,-75.1612,4,2,3,2.5,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Private entrance,Patio or balcony,Free parking on premises,Pets allowed,Long term stays allowed",,FALSE,4,Strict,USD,,,162,4.9,4.9,5,4.9,5,5,4.9,52147,52147,178.4,178.4,0.8,0,142.9,142.9,0,0,292,0,73,365,11587,11587,179.9,179.9,0.711,0,128.7,128.7,0,0,64,0,26,90
2228966,Peaceful furnished garden level studio apartment,Private room in home,private_room,https://a0.muscache.com/im/ml/photo_enhancement/pictures/miso/Hosting-2228966/original/a1565798-ac06-4eb0-9e84-59b775a84f7b.jpeg,11,11376595,Francesca,,,TRUE,40.0464,-75.1746,,,1,0,FALSE,"TV,Wifi,Air conditioning,Portable fans,Smoking allowed,Hot water,Mini fridge,Bed linens,Free street parking,Outdoor furniture,Microwave,Cleaning products,Dishes and silverware,Heating,Paid parking on premises,Clothing storage,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance",,,32,Strict,USD,0,,8,5,5,5,4.9,5,5,4.9,287,287,29.3,29.3,0.027,0,0.8,0.8,0,0,10,0,355,365,0,0,26.7,26.7,0,0,0,0,0,0,0,0,90,90
2271624,"Sunny Apt. in Victorian Home, University City!",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/5d6f2b93-b813-49d1-ae3f-05a5c5c51f57.jpg,12,4097884,Veronika,,,TRUE,39.9525,-75.2129,2,1,1,1,FALSE,"Hot water,Washer,Dryer,Essentials,Air conditioning,Ceiling fan,Heating,Smoke alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Patio or balcony",,FALSE,31,Flexible,USD,,,13,4.92,5,5,4.8,5,4.9,4.7,9571,9571,75.4,75.4,0.332,0.776,26.2,26.2,61.4,61.4,121,209,244,365,527,527,72.8,72.8,0.067,0.167,5.9,5.9,14.6,14.6,6,54,84,90
2380326,Spacious Passyunk Square 3BR House,Entire home,entire_home,https://a0.muscache.com/im/pictures/58082369/4f4545aa_original.jpg,50,12160266,Chad,,,TRUE,39.9275,-75.1618,8,3,3,1,TRUE,"TV,Cable TV,Blender,Wifi,Air conditioning,Kitchen,Hot water kettle,Ceiling fan,Pets allowed,Hot water,Body soap,Conditioner,Extra pillows and blankets,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,First aid kit,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Baking sheet,Freezer,Toaster",,,4,Strict,USD,0,,247,4.73,4.8,4.9,4.6,5,4.8,4.7,2018,2018,181.8,181.8,0.03,0,5.5,5.5,0,0,11,0,354,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
2519654,Quaint Tudor on Tree-lined Street,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/83495993/9e19155f_original.jpg,26,1382689,Kirsten,2402110,Kevin,FALSE,40.0134,-75.1905,4,2,2,1,FALSE,"High chair,TV,Cable TV,Wifi,Air conditioning,Kitchen,Pack ’n play/Travel crib,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Private entrance,Bathtub",,FALSE,31,Moderate,USD,80,0,106,4.79,4.9,4.9,4.8,4.9,4.9,4.8,2282,2282,98.8,98.8,0.058,0,5.8,5.8,0,0,21,0,344,365,0,0,94.1,94.1,0,0,0,0,0,0,0,0,90,90
2683008,City Oasis Suite #1. Near Transit Hub. 1-6 People.,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjY4MzAwOA==/original/41d11e6b-3c6d-4b92-821c-322aa3141178.jpeg,33,4980348,John,,,TRUE,40.0456,-75.1308,,3,4,0,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Essentials,Bed linens,Iron,Clothing storage,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Microwave,Mini fridge,Coffee maker,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Hammock,Outdoor dining area,Free street parking,Long term stays allowed",,FALSE,1,Limited,USD,20,20,252,4.79,4.9,5,4.8,5,4.8,4.8,15573,15573,72.1,72.1,0.567,0,40.7,40.7,0,0,207,0,158,365,3750,3750,76.7,76.7,0.5,0,40.3,40.3,0,0,45,0,45,90
2751950,Welcoming and spacious 2b2b Rittenhouse Sq Condo,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2751950/original/b47619cb-b9a6-428c-bbdd-4e47e6b1b4e0.png,11,14076731,Emily,379324965,Zachary,FALSE,39.9489,-75.1752,4,2,2,1.5,FALSE,"Hair dryer,Washer,Iron,TV,Exercise equipment,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Pets allowed",,FALSE,60,Firm,USD,,,3,5,5,5,4.7,5,5,5,1469,1469,125,125,0.036,0.04,4,4,4.5,4.5,13,41,352,365,160,160,152.5,152.5,0.011,0,1.8,1.8,0,0,1,0,89,90
2801544,Anam Cara Extended Stay,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2801544/original/a942cf19-3733-468c-a1f6-aa601662f18d.jpeg,8,1337686,Teresa,,,TRUE,40.0725,-75.1995,2,,2,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,High chair,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Private entrance,Free street parking,Paid parking off premises,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,7,Firm,USD,120,0,49,4.92,4.9,4.9,4.8,4.9,4.9,4.7,17493,17493,123.4,123.4,0.345,0.413,42.3,42.3,50.7,50.7,126,60,239,365,5490,5490,133.6,133.6,0.4,0.468,53,53,61.9,61.9,36,13,54,90
2844524,"Historic House, Ideal Location",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/37048750/f74594b9_original.jpg,17,13413720,Jesse,,,FALSE,39.9423,-75.1472,8,3,4,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Books and reading material,Pack ’n play/Travel crib,Babysitter recommendations,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Baking sheet,Dining table,Private entrance,Patio or balcony,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,90,0,789,4.58,4.6,4.9,4.6,4.9,4.8,4.6,47818,47818,212.6,212.6,0.532,0,119.4,119.4,0,0,194,0,171,365,8241,8241,218.1,218.1,0.4,0,83.6,83.6,0,0,36,0,54,90
3179951,Fishtown Fun!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/48012145/33cc3b4c_original.jpg,16,3858797,Joe,,,FALSE,39.9687,-75.134,4,1,2,1,TRUE,"TV,Wifi,Air conditioning,Kitchen,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",,FALSE,31,Firm,USD,,,351,4.95,5,5,5,5,4.9,4.9,1562,1562,107.4,107.4,0.058,0.092,4.3,4.3,6.8,6.8,21,136,344,365,1562,1562,71.4,71.4,0.233,0,17.4,17.4,0,0,21,0,69,90
3283117,"Center City: Safe, Private, Walkable!",Entire guest suite,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-3283117/original/82d3b3cc-7920-488f-8261-bcc225024612.jpeg,12,16592711,Jesse,,,TRUE,39.9496,-75.157,1,1,1,1,TRUE,"TV,Wifi,Air conditioning,Paid parking off premises,Hot water,Body soap,Mini fridge,Bed linens,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Coffee,Clothing storage,Wine glasses,Smoke alarm,Shower gel,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance",FALSE,FALSE,1,Moderate,USD,20,0,471,4.93,5,5,4.9,5,5,4.9,20986,20986,87.5,87.5,0.614,0.619,53.8,53.8,54.2,54.2,224,3,141,365,3321,3321,88.6,88.6,0.378,0.391,34.7,34.7,35.9,35.9,34,3,56,90
3875271,Sunny in South Philadelphia-Private Room,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-3875271/original/a3f768a5-f8f7-4493-bdca-66ca61f378f9.jpeg,25,653623109,Wickham Realty LLC,3214561,Darryl,FALSE,39.9336,-75.1609,,,1,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Safe,TV,Sound system,Books and reading material,Window guards,Board games,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Barbecue utensils,Dining table,Coffee,Patio or balcony,Backyard,Fire pit,Outdoor furniture,Hammock,Outdoor dining area,BBQ grill,Sun loungers,Free street parking,Luggage dropoff allowed,Long term stays allowed",,FALSE,,Flexible,USD,35,0,443,4.87,5,5,4.8,5,4.9,4.9,3620,3620,47.4,47.4,0.192,0.251,9.4,9.4,12.3,12.3,70,86,295,365,199,199,48.5,48.5,0.033,0,1.8,1.8,0,0,3,0,87,90
4069913,Basement Room,Private room in home,private_room,https://a0.muscache.com/im/pictures/813a5bad-5474-4711-9c74-99ffde4983e7.jpg,9,11164621,John,,,FALSE,39.9487,-75.2191,,,1,0,FALSE,"Hair dryer,Hot water,Essentials,Iron,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Backyard,Free street parking",,FALSE,31,Flexible,USD,,,31,4.74,4.7,4.8,4.4,4.7,4.7,4.7,3471,3471,27.1,27.1,0.356,0.426,9.5,9.5,11.4,11.4,130,60,235,365,745,745,26.2,26.2,0.322,0.492,8.3,8.3,12.6,12.6,29,31,61,90
4116316,Cozy Basement Studio,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/0ec3e5ff-28a9-4892-b786-c119f1372b84.jpg,10,2685383,Tem And Tina,,,TRUE,39.9575,-75.211,2,1,1,1,FALSE,"Wifi,Air conditioning,Hot water,Bed linens,Free street parking,Outdoor furniture,Microwave,Refrigerator,Heating,Cooking basics,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",,FALSE,31,Firm,USD,35,0,399,4.56,4.7,4.8,4.8,4.8,4.5,4.6,762,762,50.1,50.1,0.036,0,2,2,0,0,13,0,352,365,0,0,41.7,41.7,0,0,0,0,0,0,0,0,90,90
4126877,West Penn King Suite,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ae88546b-5406-4c2f-b936-da3615bcced7.jpg,24,14204224,Hoot,,,TRUE,39.9526,-75.2173,3,,6,1,TRUE,"TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Portable fans,Elevator,Free street parking,Laundromat nearby,Cleaning products,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Bathtub,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Toaster",,,2,Moderate,USD,72,,537,4.66,4.8,4.8,4.7,4.9,4.6,4.7,6479,6479,93.9,93.9,0.178,0.193,17,17,18.4,18.4,65,29,300,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
4187522,University  of Penn in-law suite,Private room in guest suite,private_room,https://a0.muscache.com/im/pictures/64091702/d86cbfcf_original.jpg,41,21724931,Joseph Alexander,,,FALSE,39.952,-75.2207,,2,3,0,TRUE,"Hot water,Washer,Dryer,Essentials,TV,Air conditioning,Heating,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking",,FALSE,3,Limited,USD,60,0,49,4.61,4.7,4.9,4.5,4.9,4.7,4.6,21066,21066,169.2,169.2,0.334,0,56.4,56.4,0,0,122,0,243,365,1642,1642,174.3,174.3,0.089,0,16.2,16.2,0,0,8,0,82,90
4549358,"Spacious, Walkable Location, Perfect 4 Large Group",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-4549358/original/2eb3c9a7-2010-4225-b966-3e25cd794b2c.jpeg,21,23587058,Sean,,,TRUE,39.9433,-75.17,10,4,6,2.5,TRUE,"Hair dryer,Cleaning products,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Clothing storage,TV,Game console,Board games,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Private entrance,BBQ grill,Pets allowed,Long term stays allowed",,FALSE,2,Strict,USD,150,0,294,4.8,4.8,4.9,4.8,5,4.8,4.7,85044,85044,490.7,490.7,0.397,0,217.8,217.8,0,0,145,0,220,365,19251,19251,432.4,432.4,0.433,0,197.2,197.2,0,0,39,0,51,90
4698877,Sunny Cedar Park Studio,Entire home,entire_home,https://a0.muscache.com/im/pictures/9d772961-c3b3-48ab-88c1-a4706bfa43dd.jpg,9,23662616,Joe,,,TRUE,39.9491,-75.2154,2,1,1,1,FALSE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Microwave",,FALSE,31,Flexible,USD,,,813,4.89,5,5,4.9,5,4.8,4.9,6463,6463,64,64,0.249,0.285,17.7,17.7,20.3,20.3,91,46,274,365,0,0,57.3,57.3,0,0,0,0,0,0,0,46,90,90
